#{"t_start": 1783721429.796538, "env_id": "SpaceInvaders-v0"}
r,l,t
14.0,939,707.581336
7.0,669,708.178829
18.0,839,708.919842
9.0,681,709.527322
17.0,930,710.36253
16.0,884,711.150664
13.0,1046,712.086391
13.0,651,712.671415
13.0,840,713.425482
17.0,815,714.173517
12.0,669,714.788134
8.0,573,715.331368
3.0,351,715.653999
17.0,843,716.443518
9.0,806,717.177933
3.0,394,717.53279
6.0,516,718.004679
4.0,496,718.445027
8.0,379,718.776456
11.0,684,719.399033
7.0,355,719.70753
9.0,633,720.287387
23.0,883,721.079064
7.0,606,721.633926
17.0,997,722.550065
9.0,630,723.139557
4.0,346,723.463222
7.0,535,723.939111
18.0,1097,724.930242
22.0,1101,725.930526
10.0,680,726.559792
5.0,587,727.10833
12.0,646,727.706819
10.0,630,728.305493
8.0,625,728.912196
22.0,1159,729.957675
4.0,497,730.409142
7.0,649,730.979997
6.0,499,731.415136
3.0,406,731.767378
6.0,662,732.370882
10.0,658,732.96838
5.0,603,733.50186
23.0,1233,734.609401
6.0,499,735.076875
12.0,618,735.638249
19.0,943,736.471997
6.0,524,736.930453
13.0,751,737.605205
13.0,811,738.333998
4.0,523,738.830421
11.0,642,739.431668
6.0,364,739.760243
13.0,664,740.369022
11.0,579,740.901714
5.0,382,741.264943
5.0,417,741.644168
5.0,356,741.967434
15.0,1326,743.162991
17.0,1074,744.135201
12.0,631,744.71305
8.0,655,745.30699
7.0,763,745.9923
13.0,759,746.692549
5.0,372,747.014295
9.0,631,747.580142
21.0,1302,748.743202
11.0,784,749.4482
8.0,657,750.042841
7.0,556,750.543959
8.0,572,751.059653
6.0,404,751.429131
6.0,613,751.999378
14.0,834,752.773323
10.0,629,753.371348
15.0,808,754.135442
9.0,564,754.651609
5.0,559,755.174389
11.0,676,755.775843
6.0,453,756.175819
18.0,1106,757.183951
7.0,395,757.547339
23.0,1046,758.476957
5.0,383,758.815046
6.0,384,759.176144
4.0,327,759.470127
10.0,521,759.944023
12.0,941,760.795109
15.0,802,761.511352
4.0,351,761.821234
8.0,687,762.443336
0.0,480,762.876734
19.0,1114,763.867577
7.0,527,764.357841
5.0,376,764.706661
7.0,537,765.20245
8.0,630,765.797913
3.0,354,766.123185
12.0,733,766.806282
4.0,536,767.289385
13.0,921,768.136133
11.0,842,768.882571
9.0,631,769.453414
9.0,827,770.183065
13.0,941,771.027745
9.0,697,771.657209
14.0,673,772.265476
13.0,643,772.842752
8.0,531,773.316954
13.0,1029,774.244975
5.0,373,774.581527
22.0,1115,775.573645
18.0,896,776.387392
10.0,653,776.988072
6.0,450,777.379294
30.0,1147,778.41674
6.0,495,778.883073
7.0,613,779.452375
13.0,874,780.251576
12.0,616,780.81409
8.0,549,781.308683
9.0,366,781.645194
10.0,620,782.217865
7.0,615,782.764592
8.0,527,783.230504
6.0,397,783.585199
9.0,783,784.29137
17.0,1194,785.370238
12.0,689,785.990908
9.0,693,786.605918
21.0,1024,787.517389
8.0,504,787.974632
5.0,343,788.279486
4.0,382,788.617335
9.0,637,789.209183
3.0,628,789.799693
11.0,688,790.435734
7.0,605,791.001098
7.0,460,791.42519
3.0,442,791.863806
5.0,431,792.256135
16.0,855,793.025497
7.0,525,793.502114
5.0,390,793.847948
6.0,537,794.324008
15.0,912,795.127657
19.0,1342,796.325117
7.0,618,796.890569
11.0,823,797.620048
8.0,671,798.232837
7.0,381,798.566588
7.0,531,799.03485
15.0,939,799.887257
27.0,1104,800.860367
10.0,704,801.502274
5.0,459,801.930089
10.0,712,802.614755
7.0,624,803.21286
4.0,530,803.711583
9.0,690,804.388829
6.0,375,804.724153
9.0,572,805.241422
6.0,490,805.687428
10.0,710,806.328691
4.0,622,806.87533
9.0,572,807.398468
7.0,603,807.931892
8.0,618,808.493349
9.0,596,809.029596
13.0,882,809.808573
18.0,990,810.698045
10.0,873,811.487378
12.0,734,812.132535
6.0,617,812.68852
6.0,651,813.282966
8.0,688,813.919847
3.0,375,814.248476
15.0,838,815.034387
7.0,448,815.476101
13.0,905,816.339346
15.0,660,816.990416
6.0,518,817.483499
5.0,368,817.820449
5.0,507,818.287951
7.0,563,818.803316
15.0,1019,819.732509
13.0,834,820.487467
6.0,696,821.123711
8.0,535,821.599272
7.0,550,822.109313
9.0,670,822.721047
9.0,737,823.380607
11.0,624,823.937477
11.0,755,824.627056
15.0,785,825.338375
11.0,637,825.914239
2.0,375,826.252535
15.0,952,827.116809
17.0,1064,828.119596
5.0,534,828.62297
4.0,560,829.163247
17.0,909,829.988326
7.0,402,830.348854
9.0,512,830.811918
8.0,670,831.424857
9.0,698,832.06039
14.0,717,832.706393
11.0,602,833.238757
9.0,671,833.848063
9.0,559,834.341364
19.0,1037,835.276042
7.0,518,835.746442
6.0,370,836.082209
8.0,788,836.784827
12.0,1091,837.781531
12.0,711,838.432462
16.0,834,839.20182
10.0,684,839.816958
13.0,816,840.580634
3.0,542,841.0602
6.0,598,841.613345
11.0,658,842.23729
20.0,1352,843.464083
9.0,507,843.913693
17.0,973,844.777456
6.0,527,845.258911
9.0,525,845.734296
16.0,707,846.374991
13.0,871,847.152823
9.0,614,847.704668
6.0,613,848.25313
7.0,826,848.994395
13.0,834,849.761703
9.0,620,850.320154
18.0,969,851.189552
9.0,650,851.777187
11.0,723,852.444243
12.0,641,853.049335
4.0,543,853.562595
4.0,658,854.175194
4.0,377,854.532147
6.0,489,854.985706
9.0,492,855.432074
22.0,1087,856.425321
8.0,615,856.988372
5.0,645,857.575711
7.0,508,858.039086
7.0,562,858.556005
8.0,691,859.187841
9.0,571,859.710035
16.0,837,860.46343
13.0,633,861.032033
9.0,562,861.530536
7.0,471,861.959079
3.0,619,862.514611
9.0,658,863.10552
9.0,656,863.685862
2.0,625,864.269471
11.0,735,864.938327
6.0,471,865.377328
7.0,488,865.838179
17.0,1100,866.901705
13.0,938,867.768079
11.0,758,868.455287
8.0,606,869.005057
5.0,497,869.44564
14.0,803,870.174626
20.0,829,870.927601
11.0,885,871.725322
20.0,1098,872.736465
12.0,775,873.445412
14.0,749,874.118974
6.0,612,874.685071
15.0,762,875.365302
23.0,1055,876.297629
5.0,405,876.657865
7.0,598,877.193686
15.0,955,878.07248
14.0,991,878.982191
19.0,1201,880.081559
10.0,745,880.780695
7.0,699,881.426953
4.0,571,881.938468
18.0,900,882.737982
9.0,549,883.247406
5.0,516,883.701499
9.0,671,884.309267
12.0,599,884.851778
5.0,478,885.288414
19.0,1062,886.241156
4.0,375,886.585462
14.0,930,887.423418
4.0,357,887.749902
14.0,795,888.468639
7.0,593,888.993561
6.0,566,889.504129
19.0,816,890.239361
15.0,929,891.103095
9.0,679,891.716411
9.0,684,892.33675
8.0,522,892.839023
19.0,1126,893.868951
8.0,674,894.48008
16.0,1170,895.533034
7.0,554,896.044333
5.0,516,896.513488
9.0,1027,897.449949
9.0,688,898.079609
0.0,408,898.447626
12.0,769,899.135391
12.0,909,899.952001
9.0,654,900.545956
17.0,1041,901.493415
26.0,1059,902.437077
12.0,718,903.106591
6.0,361,903.442624
17.0,861,904.249105
9.0,674,904.882087
22.0,1245,906.044818
23.0,1034,906.944309
7.0,767,907.620588
10.0,713,908.255759
13.0,718,908.892883
7.0,389,909.237062
12.0,758,909.908702
20.0,1126,910.905519
14.0,639,911.48666
6.0,556,911.982735
14.0,1009,912.878099
5.0,380,913.221383
11.0,625,913.777622
4.0,347,914.085005
10.0,632,914.657231
10.0,621,915.236668
14.0,948,916.128003
9.0,705,916.795433
3.0,485,917.258496
15.0,1014,918.207176
11.0,667,918.831933
14.0,890,919.632302
20.0,1030,920.550258
3.0,343,920.867657
7.0,451,921.279855
4.0,518,921.744155
18.0,917,922.569672
12.0,778,923.282613
7.0,593,923.822248
6.0,478,924.240347
8.0,754,924.91563
7.0,541,925.403618
13.0,929,926.233895
17.0,989,927.118305
23.0,1039,928.044567
10.0,460,928.479545
2.0,333,928.792986
6.0,407,929.165459
10.0,654,929.784507
9.0,672,930.43401
5.0,490,930.901078
13.0,701,931.545019
10.0,587,932.074471
3.0,360,932.409441
3.0,333,932.71349
11.0,672,933.317932
9.0,659,933.903343
9.0,645,934.487824
9.0,529,934.961706
3.0,322,935.251287
9.0,520,935.724973
17.0,1077,936.672051
9.0,652,937.271311
14.0,897,938.097421
5.0,494,938.533463
16.0,727,939.180946
7.0,565,939.707396
4.0,390,940.061631
12.0,658,940.655524
4.0,414,941.027765
8.0,397,941.411191
5.0,390,941.768595
20.0,895,942.62847
6.0,382,942.971322
7.0,808,943.744979
17.0,831,944.4949
17.0,1031,945.414154
9.0,651,946.000664
5.0,644,946.581212
8.0,649,947.149332
6.0,396,947.508121
2.0,351,947.820405
5.0,499,948.268523
7.0,552,948.758441
5.0,537,949.235967
4.0,383,949.580016
10.0,692,950.201342
36.0,1687,951.650669
6.0,462,952.06875
16.0,915,952.902759
5.0,559,953.417684
8.0,611,953.985145
8.0,622,954.571951
20.0,1060,955.568572
9.0,683,956.219802
19.0,1134,957.237615
16.0,1084,958.21981
5.0,486,958.654943
14.0,753,959.333233
23.0,1237,960.433263
2.0,381,960.772187
9.0,532,961.245481
5.0,354,961.56455
5.0,416,961.932164
8.0,660,962.521083
6.0,502,962.977857
14.0,702,963.605378
9.0,827,964.366509
8.0,504,964.814325
27.0,1435,966.084061
7.0,631,966.663995
7.0,726,967.343571
5.0,615,967.920798
12.0,662,968.550804
10.0,719,969.220963
4.0,517,969.688338
15.0,906,970.494799
10.0,602,971.046365
5.0,590,971.571272
4.0,360,971.903125
22.0,971,972.7815
8.0,418,973.158084
6.0,424,973.539661
11.0,640,974.11693
24.0,947,974.951018
7.0,598,975.487339
21.0,986,976.361421
14.0,804,977.085225
8.0,434,977.471641
11.0,701,978.112278
18.0,1148,979.169624
24.0,1115,980.20564
12.0,683,980.838731
4.0,520,981.319628
7.0,482,981.776993
10.0,772,982.481391
20.0,967,983.339806
6.0,482,983.785675
18.0,873,984.559665
6.0,514,985.010744
7.0,460,985.426749
4.0,393,985.77397
17.0,846,986.541795
17.0,1211,987.625289
10.0,679,988.252091
6.0,519,988.714756
9.0,652,989.316551
9.0,821,990.074512
10.0,713,990.735474
10.0,677,991.347938
18.0,1162,992.419303
12.0,628,993.001076
5.0,524,993.491127
7.0,538,993.992125
17.0,860,994.781149
11.0,1106,995.778109
20.0,1139,996.790444
7.0,627,997.366833
9.0,632,997.930526
21.0,999,998.824202
5.0,505,999.275539
12.0,650,999.867765
11.0,627,1000.438519
12.0,946,1001.288054
7.0,479,1001.71418
5.0,478,1002.136873
6.0,556,1002.651482
14.0,829,1003.387735
4.0,354,1003.70449
21.0,1275,1004.863499
19.0,1023,1005.764388
12.0,667,1006.362661
10.0,638,1006.979665
9.0,578,1007.497266
5.0,465,1007.918266
8.0,681,1008.532696
7.0,765,1009.230947
17.0,852,1010.012008
7.0,601,1010.557954
14.0,868,1011.346759
10.0,661,1011.940913
8.0,640,1012.522521
4.0,519,1012.990055
5.0,552,1013.500841
9.0,503,1013.956549
12.0,887,1014.763551
13.0,794,1015.494545
11.0,513,1015.970746
4.0,541,1016.457417
20.0,1001,1017.396066
5.0,375,1017.746506
14.0,920,1018.611404
16.0,943,1019.509858
12.0,653,1020.110489
16.0,937,1020.944246
7.0,598,1021.482831
11.0,642,1022.066562
9.0,792,1022.776303
20.0,809,1023.501429
14.0,910,1024.317157
4.0,511,1024.759248
5.0,494,1025.206994
14.0,779,1025.925006
9.0,964,1026.794398
11.0,673,1027.416938
5.0,503,1027.878175
10.0,743,1028.554673
8.0,628,1029.125444
5.0,438,1029.511963
17.0,991,1030.442219
6.0,636,1031.009759
3.0,549,1031.509077
6.0,490,1031.962635
7.0,645,1032.577904
8.0,483,1033.011816
4.0,343,1033.324446
13.0,833,1034.076428
15.0,670,1034.684634
26.0,1168,1035.710659
9.0,676,1036.322429
8.0,527,1036.801436
7.0,677,1037.409851
11.0,793,1038.112494
4.0,422,1038.496292
13.0,769,1039.177604
12.0,812,1039.933925
5.0,824,1040.689406
8.0,636,1041.280077
5.0,372,1041.615385
7.0,664,1042.220354
17.0,799,1042.969163
12.0,804,1043.711577
6.0,559,1044.247476
12.0,883,1045.081914
15.0,747,1045.743136
7.0,508,1046.191106
10.0,869,1046.969939
10.0,704,1047.598936
5.0,474,1048.026626
7.0,545,1048.526263
20.0,1179,1049.587383
12.0,644,1050.159595
5.0,524,1050.642054
5.0,600,1051.182602
16.0,1150,1052.214352
20.0,1067,1053.190235
4.0,499,1053.645362
9.0,543,1054.138216
24.0,1282,1055.312584
12.0,867,1056.144639
14.0,956,1057.057682
22.0,1017,1057.98093
16.0,984,1058.863144
6.0,383,1059.209743
21.0,1175,1060.254575
5.0,658,1060.848874
10.0,807,1061.588459
16.0,955,1062.463369
3.0,451,1062.875955
4.0,577,1063.39968
5.0,532,1063.882876
16.0,1215,1064.984278
13.0,765,1065.680613
10.0,642,1066.258496
7.0,524,1066.739827
4.0,501,1067.20089
11.0,1079,1068.222267
26.0,1347,1069.45928
6.0,462,1069.888119
17.0,1009,1070.822455
4.0,602,1071.364089
9.0,758,1072.053478
8.0,439,1072.451571
15.0,831,1073.188604
9.0,687,1073.801913
4.0,560,1074.303602
9.0,588,1074.831743
16.0,714,1075.473954
10.0,453,1075.883748
2.0,342,1076.18503
21.0,1134,1077.214788
18.0,861,1077.977991
7.0,606,1078.528531
11.0,947,1079.407418
23.0,1075,1080.369255
6.0,520,1080.858962
17.0,889,1081.710706
5.0,467,1082.143786
24.0,1157,1083.241987
6.0,511,1083.713973
8.0,542,1084.202214
16.0,1007,1085.110226
16.0,637,1085.681994
4.0,393,1086.02911
25.0,1135,1087.068464
17.0,850,1087.84229
5.0,643,1088.434485
5.0,337,1088.73477
3.0,540,1089.215514
13.0,749,1089.912552
6.0,600,1090.467646
6.0,460,1090.879822
3.0,369,1091.215892
5.0,518,1091.694435
11.0,680,1092.308107
11.0,654,1092.905587
6.0,475,1093.350497
20.0,1060,1094.326311
23.0,981,1095.219925
20.0,842,1095.996134
7.0,487,1096.434683
3.0,590,1096.965876
4.0,439,1097.360389
6.0,365,1097.684005
16.0,956,1098.550456
3.0,500,1099.006227
15.0,838,1099.774145
8.0,669,1100.391389
12.0,954,1101.266314
8.0,472,1101.691846
20.0,1107,1102.693043
11.0,639,1103.2887
14.0,957,1104.166325
8.0,689,1104.790437
8.0,656,1105.396387
6.0,440,1105.798113
14.0,774,1106.520471
13.0,870,1107.332989
6.0,383,1107.704969
6.0,571,1108.249809
5.0,512,1108.71136
7.0,551,1109.210323
9.0,547,1109.729387
10.0,624,1110.293431
18.0,836,1111.059166
9.0,678,1111.677141
10.0,546,1112.185316
5.0,395,1112.542731
13.0,828,1113.287889
21.0,1041,1114.25055
11.0,751,1114.956813
4.0,514,1115.432725
14.0,691,1116.071378
6.0,521,1116.547552
8.0,402,1116.903032
14.0,869,1117.703574
6.0,653,1118.291645
12.0,712,1118.968295
9.0,600,1119.521697
8.0,484,1119.966332
8.0,459,1120.388749
11.0,657,1121.021497
9.0,625,1121.586759
10.0,647,1122.172276
11.0,719,1122.829061
3.0,488,1123.265088
4.0,455,1123.67754
9.0,698,1124.325673
19.0,995,1125.218245
10.0,781,1125.927831
11.0,676,1126.545336
5.0,496,1126.993577
9.0,665,1127.591257
12.0,784,1128.301984
9.0,653,1128.912859
7.0,619,1129.468327
8.0,663,1130.061304
10.0,663,1130.669202
10.0,876,1131.492741
8.0,589,1132.038518
4.0,347,1132.363728
10.0,662,1132.950485
8.0,645,1133.559071
13.0,976,1134.456672
4.0,499,1134.905204
11.0,855,1135.68241
9.0,547,1136.175649
20.0,1068,1137.150509
16.0,751,1137.826463
6.0,394,1138.17272
19.0,1103,1139.164142
6.0,693,1139.796074
5.0,672,1140.40104
6.0,481,1140.846679
5.0,372,1141.175623
12.0,927,1142.029682
6.0,481,1142.464063
24.0,1234,1143.577434
4.0,368,1143.926549
10.0,700,1144.576066
5.0,400,1144.937001
3.0,435,1145.323101
8.0,659,1145.961059
13.0,943,1146.841139
7.0,539,1147.320055
14.0,910,1148.148423
29.0,1302,1149.299096
8.0,481,1149.728643
31.0,1176,1150.745922
16.0,1162,1151.801156
16.0,888,1152.606927
21.0,1061,1153.565497
7.0,385,1153.908385
7.0,478,1154.333357
24.0,1192,1155.394757
0.0,329,1155.711305
6.0,538,1156.201478
11.0,821,1156.961338
22.0,1004,1157.878953
23.0,1334,1159.114757
9.0,696,1159.745654
17.0,1127,1160.767145
5.0,536,1161.253058
8.0,636,1161.822878
9.0,617,1162.386569
15.0,650,1162.968028
5.0,496,1163.42456
14.0,911,1164.254088
15.0,796,1164.986089
4.0,493,1165.4256
6.0,642,1166.010251
12.0,750,1166.702487
13.0,682,1167.335236
16.0,911,1168.181066
5.0,324,1168.48147
17.0,854,1169.256187
11.0,710,1169.932763
2.0,345,1170.262086
4.0,505,1170.721183
14.0,951,1171.608921
5.0,509,1172.09215
20.0,1225,1173.187922
15.0,773,1173.895473
11.0,629,1174.466102
12.0,658,1175.061841
16.0,856,1175.816017
8.0,632,1176.387388
20.0,952,1177.252265
13.0,838,1178.01056
18.0,966,1178.88786
16.0,964,1179.759666
6.0,496,1180.220874
13.0,977,1181.137849
17.0,953,1182.02253
1.0,507,1182.482133
8.0,679,1183.117421
17.0,1195,1184.220162
7.0,663,1184.86708
9.0,512,1185.33867
16.0,1013,1186.244712
13.0,897,1187.064809
9.0,908,1187.893863
6.0,531,1188.379816
11.0,730,1189.045132
16.0,876,1189.846479
9.0,640,1190.431125
14.0,678,1191.051172
9.0,575,1191.583016
12.0,986,1192.500816
17.0,1125,1193.539049
11.0,830,1194.300342
17.0,1144,1195.362804
18.0,858,1196.161307
11.0,675,1196.805824
11.0,861,1197.642812
10.0,493,1198.090131
7.0,838,1198.870034
22.0,1078,1199.839536
13.0,900,1200.674539
16.0,950,1201.547674
6.0,387,1201.904116
5.0,495,1202.368389
14.0,1144,1203.415613
3.0,579,1203.956561
12.0,636,1204.533957
20.0,926,1205.364703
10.0,803,1206.098959
10.0,623,1206.66584
13.0,833,1207.425186
10.0,725,1208.109864
10.0,637,1208.704093
13.0,690,1209.362662
12.0,854,1210.159363
16.0,1017,1211.083859
23.0,1160,1212.134728
0.0,430,1212.534768
10.0,604,1213.092329
17.0,992,1214.021128
4.0,371,1214.349993
16.0,1033,1215.298194
8.0,621,1215.876966
14.0,896,1216.715835
9.0,640,1217.304374
6.0,392,1217.661733
11.0,846,1218.44425
17.0,1106,1219.44096
23.0,1092,1220.433115
3.0,580,1220.973366
6.0,395,1221.356476
14.0,874,1222.199482
9.0,675,1222.833902
17.0,967,1223.72688
8.0,762,1224.425198
12.0,726,1225.092798
21.0,1138,1226.125551
8.0,592,1226.675463
17.0,915,1227.501013
10.0,795,1228.234445
9.0,665,1228.843235
6.0,614,1229.400961
14.0,900,1230.20842
6.0,511,1230.668286
3.0,532,1231.151557
16.0,791,1231.854019
7.0,470,1232.272938
8.0,930,1233.115087
19.0,1138,1234.147032
19.0,889,1234.984063
14.0,814,1235.738687
3.0,486,1236.181945
12.0,1077,1237.163444
9.0,699,1237.787701
10.0,679,1238.406499
16.0,1125,1239.437574
15.0,815,1240.184968
25.0,1260,1241.334352
14.0,1087,1242.313074
20.0,1045,1243.249368
19.0,1026,1244.162858
7.0,682,1244.777264
23.0,1252,1245.912022
11.0,783,1246.64818
8.0,645,1247.227025
10.0,701,1247.889416
6.0,455,1248.304569
6.0,554,1248.813376
10.0,928,1249.661589
9.0,533,1250.145041
10.0,707,1250.810842
7.0,597,1251.347868
4.0,477,1251.795201
3.0,484,1252.238347
9.0,634,1252.817652
15.0,974,1253.713085
9.0,828,1254.483438
18.0,756,1255.1601
8.0,605,1255.697909
11.0,860,1256.470333
22.0,1015,1257.37059
6.0,410,1257.727613
13.0,825,1258.486232
15.0,1017,1259.418974
11.0,711,1260.094057
6.0,391,1260.47659
7.0,553,1260.985167
16.0,991,1261.877558
3.0,425,1262.268143
5.0,358,1262.593788
4.0,375,1262.936512
14.0,898,1263.759834
14.0,973,1264.654828
5.0,385,1265.014987
14.0,998,1265.944153
3.0,367,1266.280534
13.0,1124,1267.301299
14.0,934,1268.152462
6.0,407,1268.524595
6.0,614,1269.079337
16.0,790,1269.792886
8.0,682,1270.415606
7.0,369,1270.76032
11.0,650,1271.357117
7.0,714,1272.041679
12.0,768,1272.743694
20.0,1060,1273.716179
19.0,1060,1274.674534
4.0,598,1275.218409
9.0,456,1275.634913
6.0,570,1276.142457
9.0,683,1276.762352
12.0,928,1277.606319
10.0,667,1278.223656
15.0,935,1279.090599
20.0,963,1279.958037
16.0,739,1280.628444
12.0,842,1281.400452
5.0,600,1281.953022
18.0,958,1282.832819
17.0,974,1283.731003
10.0,544,1284.237063
6.0,373,1284.599804
15.0,962,1285.502917
5.0,475,1285.959587
15.0,1099,1286.961712
12.0,709,1287.615688
4.0,424,1287.995252
5.0,371,1288.326079
14.0,945,1289.198368
11.0,771,1289.89676
16.0,1158,1290.949221
13.0,836,1291.712992
13.0,941,1292.562033
7.0,532,1293.046299
14.0,946,1293.906115
9.0,610,1294.465586
5.0,441,1294.873552
20.0,1144,1295.925902
3.0,418,1296.317544
5.0,524,1296.802735
18.0,896,1297.636598
26.0,1205,1298.741874
15.0,808,1299.465472
14.0,977,1300.334744
8.0,626,1300.892561
10.0,706,1301.542048
5.0,391,1301.8998
6.0,523,1302.381316
23.0,980,1303.276521
16.0,924,1304.120726
3.0,517,1304.585089
11.0,804,1305.313704
16.0,886,1306.107879
12.0,861,1306.884088
15.0,928,1307.736425
6.0,394,1308.081495
8.0,548,1308.595957
4.0,465,1309.025131
5.0,619,1309.606114
23.0,1050,1310.576836
19.0,920,1311.450971
12.0,818,1312.186723
10.0,683,1312.817549
6.0,552,1313.318763
19.0,1140,1314.361843
4.0,346,1314.677253
17.0,1105,1315.699499
9.0,563,1316.213836
24.0,1293,1317.38522
6.0,556,1317.901133
10.0,801,1318.620641
12.0,781,1319.336602
15.0,811,1320.077029
3.0,390,1320.42537
30.0,1236,1321.535178
2.0,364,1321.870138
9.0,516,1322.360734
19.0,990,1323.294545
7.0,589,1323.848132
14.0,909,1324.695633
4.0,502,1325.144132
13.0,795,1325.871876
8.0,527,1326.357635
9.0,849,1327.14622
14.0,937,1327.996112
16.0,955,1328.864196
15.0,684,1329.480861
5.0,373,1329.827591
25.0,1055,1330.776081
17.0,828,1331.538981
12.0,791,1332.242034
10.0,699,1332.874137
19.0,1034,1333.824475
24.0,1303,1335.026399
19.0,1055,1335.987733
5.0,594,1336.565055
23.0,1378,1337.808508
12.0,899,1338.62534
17.0,913,1339.472102
10.0,811,1340.218954
6.0,584,1340.75395
5.0,392,1341.110461
8.0,601,1341.667434
8.0,639,1342.261617
8.0,795,1342.978386
10.0,658,1343.575233
12.0,807,1344.308408
14.0,993,1345.206225
12.0,704,1345.840652
20.0,750,1346.524601
12.0,689,1347.171178
11.0,753,1347.891916
4.0,439,1348.303578
11.0,687,1348.947799
3.0,626,1349.550387
19.0,1124,1350.580881
21.0,983,1351.49
20.0,1249,1352.623901
2.0,624,1353.205768
20.0,1068,1354.166268
24.0,1205,1355.247177
12.0,772,1355.940633
14.0,877,1356.735212
7.0,493,1357.184534
9.0,533,1357.663701
5.0,538,1358.148082
10.0,698,1358.781529
16.0,906,1359.623196
6.0,515,1360.109576
9.0,373,1360.462031
6.0,718,1361.138945
6.0,590,1361.69343
23.0,1104,1362.714469
10.0,799,1363.458332
20.0,1117,1364.476514
9.0,684,1365.103198
20.0,1113,1366.145135
21.0,963,1367.007478
19.0,924,1367.846919
6.0,474,1368.28555
9.0,636,1368.871865
6.0,390,1369.219996
22.0,981,1370.106867
16.0,918,1370.947408
3.0,437,1371.345459
7.0,505,1371.804039
6.0,524,1372.295841
7.0,422,1372.687037
17.0,1049,1373.671068
13.0,876,1374.501161
3.0,514,1374.979824
12.0,1027,1375.934671
21.0,1013,1376.856105
10.0,611,1377.43506
8.0,675,1378.070259
18.0,838,1378.848342
2.0,507,1379.325118
9.0,808,1380.058706
3.0,429,1380.442729
19.0,800,1381.19528
3.0,342,1381.518312
12.0,668,1382.135983
8.0,501,1382.586323
12.0,674,1383.199133
13.0,665,1383.803067
11.0,658,1384.399534
14.0,1042,1385.378718
14.0,687,1386.025587
6.0,508,1386.510525
5.0,543,1387.023016
